Team,League,Year,RS,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
CHW,AL,1962,707,658,85,0.33399999999999996,0.37200000000000005,0.257,0,,,162,,
PIT,NL,1987,723,744,80,0.33,0.40299999999999997,0.264,0,,,162,,
CAL,AL,1980,698,797,65,0.332,0.37799999999999995,0.265,0,,,160,,
OAK,AL,1968,569,544,82,0.304,0.34299999999999997,0.24,0,,,163,,
CLE,AL,1979,760,805,81,0.34,0.384,0.258,0,,,161,,
SEA,AL,1999,859,905,79,0.34299999999999997,0.455,0.26899999999999996,0,,,162,0.368,0.45399999999999996
TEX,AL,1988,637,735,70,0.32,0.368,0.252,0,,,161,,
OAK,AL,1973,758,615,94,0.33299999999999996,0.389,0.26,1,3,1,162,,
HOU,NL,1990,573,656,75,0.313,0.345,0.242,0,,,162,,
OAK,AL,1996,861,900,78,0.344,0.452,0.265,0,,,162,,
OAK,AL,2003,768,643,96,0.327,0.41700000000000004,0.254,1,3,4,162,0.314,0.376
OAK,AL,1978,532,690,69,0.303,0.35100000000000003,0.245,0,,,162,,
MIL,AL,1991,799,744,83,0.336,0.396,0.271,0,,,162,,
PIT,NL,1986,663,700,64,0.321,0.374,0.25,0,,,162,,
CIN,NL,1968,690,673,83,0.32,0.389,0.273,0,,,163,,
DET,AL,1999,747,882,69,0.326,0.44299999999999995,0.261,0,,,161,0.349,0.451
DET,AL,2003,591,928,43,0.3,0.375,0.24,0,,,162,0.35200000000000004,0.461
TEX,AL,2011,855,677,96,0.34,0.46,0.28300000000000003,1,3,2,162,0.307,0.392
MIL,AL,1977,639,765,67,0.314,0.389,0.258,0,,,162,,
NYM,NL,2012,650,709,74,0.316,0.386,0.249,0,,,162,0.315,0.401
KCR,AL,1999,856,921,64,0.348,0.433,0.282,0,,,161,0.365,0.45399999999999996
MIL,AL,1989,707,679,81,0.318,0.382,0.259,0,,,162,,
TBR,AL,2012,697,577,90,0.317,0.39399999999999996,0.24,0,,,162,0.294,0.35200000000000004
SDP,NL,1973,548,770,60,0.29600000000000004,0.35100000000000003,0.244,0,,,162,,
BAL,AL,1973,754,561,97,0.345,0.389,0.266,1,2,3,162,,
PHI,NL,1991,629,680,78,0.303,0.358,0.24100000000000002,0,,,162,,
CHC,NL,1989,702,623,93,0.319,0.387,0.261,1,2,3,162,,
MON,NL,1989,632,630,81,0.319,0.361,0.247,0,,,162,,
BAL,AL,1964,679,567,97,0.316,0.387,0.248,0,,,163,,
TEX,AL,1978,692,632,87,0.332,0.381,0.253,0,,,162,,
DET,AL,2007,887,797,88,0.345,0.45799999999999996,0.287,0,,,162,0.33799999999999997,0.42700000000000005
SFG,NL,2003,755,638,100,0.33799999999999997,0.425,0.264,1,2,4,161,0.321,0.386
HOU,NL,1989,647,669,86,0.306,0.345,0.239,0,,,162,,
HOU,NL,1978,605,634,74,0.313,0.355,0.258,0,,,162,,
ARI,NL,2010,713,836,65,0.325,0.41600000000000004,0.25,0,,,162,0.34,0.44799999999999995
ATL,NL,1984,632,655,80,0.317,0.361,0.247,0,,,162,,
CHW,AL,1998,861,931,80,0.33899999999999997,0.444,0.271,0,,,163,,
PIT,NL,1990,733,619,95,0.33,0.405,0.259,1,2,3,162,,
MON,NL,1976,531,734,55,0.29100000000000004,0.34,0.235,0,,,162,,
PIT,NL,1980,666,646,83,0.322,0.38799999999999996,0.266,0,,,162,,
DET,AL,1993,899,837,85,0.36200000000000004,0.434,0.275,0,,,162,,
CHW,AL,1963,683,544,94,0.32299999999999995,0.365,0.25,0,,,162,,
STL,NL,1964,715,652,93,0.324,0.392,0.272,1,2,1,162,,
MON,NL,1980,694,629,90,0.324,0.38799999999999996,0.257,0,,,162,,
KCR,AL,1971,603,566,85,0.313,0.353,0.25,0,,,161,,
KCR,AL,1969,586,688,69,0.309,0.33799999999999997,0.24,0,,,163,,
PHI,NL,1962,705,759,81,0.33,0.39,0.26,0,,,161,,
MIN,AL,2008,829,745,88,0.34,0.408,0.27899999999999997,0,,,163,0.324,0.431
ATL,NL,1977,678,895,61,0.32,0.376,0.254,0,,,162,,
PIT,NL,1965,675,580,90,0.317,0.382,0.265,0,,,163,,
MIN,AL,1964,737,678,79,0.322,0.42700000000000005,0.252,0,,,163,,
SFG,NL,1976,595,686,74,0.312,0.345,0.24600000000000002,0,,,162,,
SFG,NL,2000,925,747,97,0.36200000000000004,0.47200000000000003,0.278,1,1,4,162,0.342,0.41200000000000003
DET,AL,2008,821,857,74,0.34,0.444,0.271,0,,,162,0.353,0.43700000000000006
MIN,AL,1988,759,672,91,0.34,0.42100000000000004,0.27399999999999997,0,,,162,,
ANA,AL,2002,851,644,99,0.341,0.433,0.282,1,3,1,162,0.314,0.392
KCA,AL,1965,585,755,59,0.309,0.358,0.24,0,,,162,,
KCR,AL,1993,675,694,84,0.32,0.397,0.263,0,,,162,,
CHW,AL,2000,978,839,95,0.35600000000000004,0.47,0.28600000000000003,1,2,4,162,0.34600000000000003,0.434
TOR,AL,1977,605,822,54,0.316,0.365,0.252,0,,,161,,
DET,AL,1964,699,678,85,0.319,0.395,0.253,0,,,163,,
ARI,NL,2007,712,732,90,0.321,0.413,0.25,1,3,3,162,0.33399999999999996,0.42
NYY,AL,1980,820,662,103,0.34299999999999997,0.425,0.267,1,1,3,162,,
OAK,AL,1971,691,564,101,0.321,0.384,0.252,1,1,3,161,,
KCR,AL,1998,714,899,72,0.324,0.39899999999999997,0.263,0,,,161,,
DET,AL,1982,729,685,83,0.324,0.418,0.266,0,,,162,,
CLE,AL,1999,1009,860,97,0.373,0.467,0.289,1,4,4,162,0.34700000000000003,0.439
BAL,AL,1992,705,656,89,0.34,0.39799999999999996,0.259,0,,,162,,
MIL,AL,1997,681,742,78,0.325,0.39799999999999996,0.26,0,,,161,,
LAD,NL,1973,675,565,95,0.32299999999999995,0.371,0.263,0,,,162,,
MLN,NL,1963,677,603,84,0.312,0.37,0.244,0,,,163,,
DET,AL,2002,575,864,55,0.3,0.379,0.248,0,,,161,0.34299999999999997,0.455
CIN,NL,1963,648,594,86,0.31,0.371,0.24600000000000002,0,,,162,,
OAK,AL,1986,731,760,76,0.322,0.39,0.252,0,,,162,,
WSN,NL,2012,731,594,98,0.322,0.428,0.261,1,1,4,162,0.303,0.373
ATL,NL,1993,767,559,104,0.331,0.408,0.262,1,1,3,162,,
MON,NL,1987,741,720,91,0.32799999999999996,0.401,0.265,0,,,162,,
PHI,NL,1978,708,586,90,0.32799999999999996,0.38799999999999996,0.258,1,4,3,162,,
CAL,AL,1975,628,723,72,0.322,0.32799999999999996,0.24600000000000002,0,,,161,,
PHI,NL,1982,664,654,89,0.32299999999999995,0.376,0.26,0,,,162,,
SEA,AL,1988,664,744,68,0.317,0.39799999999999996,0.257,0,,,161,,
PHI,NL,1998,713,808,75,0.326,0.395,0.264,0,,,162,,
STL,NL,1998,810,782,83,0.341,0.441,0.258,0,,,163,,
TEX,AL,2001,890,968,73,0.344,0.47100000000000003,0.275,0,,,162,0.36200000000000004,0.494
PIT,NL,2003,753,801,75,0.33799999999999997,0.42,0.267,0,,,162,0.336,0.431
DET,AL,1975,570,786,57,0.301,0.366,0.249,0,,,159,,
BOS,AL,1973,738,647,89,0.33799999999999997,0.401,0.267,0,,,162,,
NYY,AL,1997,891,688,96,0.36200000000000004,0.436,0.287,1,3,4,162,,
CHW,AL,2010,752,704,88,0.332,0.42,0.268,0,,,162,0.325,0.395
CIN,NL,2010,790,685,91,0.33799999999999997,0.436,0.272,1,6,4,162,0.32299999999999995,0.396
PIT,NL,2010,587,866,57,0.304,0.373,0.242,0,,,162,0.348,0.449
BAL,AL,1991,686,796,67,0.319,0.401,0.254,0,,,162,,
PHI,NL,1983,696,635,90,0.32899999999999996,0.373,0.249,1,4,2,163,,
CHC,NL,1971,637,648,83,0.325,0.37799999999999995,0.258,0,,,162,,
KCR,AL,1992,610,667,72,0.315,0.364,0.256,0,,,162,,
TEX,AL,1975,714,733,79,0.33,0.371,0.256,0,,,162,,
CLE,AL,1989,604,654,73,0.31,0.365,0.245,0,,,162,,
ATL,NL,1985,632,781,66,0.315,0.363,0.24600000000000002,0,,,162,,
PIT,NL,1999,775,782,78,0.33399999999999996,0.419,0.259,0,,,161,0.34299999999999997,0.42
CAL,AL,1970,631,630,86,0.309,0.363,0.251,0,,,162,,
CIN,NL,1971,586,581,79,0.3,0.366,0.24100000000000002,0,,,162,,
PIT,NL,2008,735,884,67,0.32,0.40299999999999997,0.258,0,,,162,0.36200000000000004,0.45399999999999996
NYY,AL,1984,758,679,87,0.33899999999999997,0.40399999999999997,0.276,0,,,162,,
PIT,NL,1975,712,565,92,0.32299999999999995,0.402,0.263,1,4,3,161,,
CIN,NL,1998,750,760,77,0.337,0.402,0.262,0,,,162,,
NYY,AL,2010,859,693,95,0.35,0.436,0.267,1,3,3,162,0.322,0.39899999999999997
HOU,NL,1971,585,567,79,0.302,0.34,0.24,0,,,162,,
ATL,NL,1966,782,683,85,0.326,0.424,0.263,0,,,163,,
CHC,NL,2001,777,701,88,0.336,0.43,0.261,0,,,162,0.321,0.39799999999999996
MIL,NL,2000,740,826,73,0.325,0.40299999999999997,0.24600000000000002,0,,,163,0.35700000000000004,0.42
NYY,AL,1966,611,612,70,0.299,0.374,0.235,0,,,160,,
PHI,NL,1993,877,740,97,0.35100000000000003,0.426,0.27399999999999997,1,2,2,162,,
DET,AL,2012,726,670,88,0.335,0.42200000000000004,0.268,1,6,2,162,0.314,0.402
LAD,NL,2006,820,751,88,0.348,0.43200000000000005,0.276,1,5,4,162,0.33,0.418
DET,AL,1969,701,601,90,0.316,0.387,0.242,0,,,162,,
CHC,NL,1965,635,723,72,0.307,0.358,0.23800000000000002,0,,,164,,
SEA,AL,2003,795,637,93,0.344,0.41,0.271,0,,,162,0.311,0.38799999999999996
SDP,NL,1982,675,658,81,0.311,0.359,0.257,0,,,162,,
BOS,AL,1980,757,767,83,0.34,0.436,0.28300000000000003,0,,,160,,
HOU,NL,1975,664,711,64,0.32,0.359,0.254,0,,,162,,
CLE,AL,2003,699,778,68,0.316,0.401,0.254,0,,,162,0.32899999999999996,0.426
LAD,NL,1993,675,662,81,0.321,0.38299999999999995,0.261,0,,,162,,
CIN,NL,1988,641,596,87,0.309,0.368,0.24600000000000002,0,,,161,,
DET,AL,1997,784,790,79,0.332,0.415,0.258,0,,,162,,
MIN,AL,1987,786,806,85,0.32799999999999996,0.43,0.261,1,4,1,162,,
ATL,NL,1999,840,661,103,0.341,0.436,0.266,1,1,2,162,0.314,0.377
NYM,NL,1997,777,709,88,0.332,0.405,0.262,0,,,162,,
ATL,NL,1974,661,563,88,0.319,0.363,0.249,0,,,163,,
STL,NL,1996,759,706,88,0.33,0.40700000000000003,0.267,1,6,3,162,,
MIN,AL,1992,747,653,90,0.341,0.391,0.27699999999999997,0,,,162,,
SEA,AL,1983,558,740,60,0.301,0.36,0.24,0,,,162,,
FLA,NL,2008,770,767,84,0.326,0.433,0.254,0,,,161,0.33299999999999996,0.40700000000000003
CLE,AL,1982,683,748,78,0.341,0.373,0.262,0,,,162,,
KCR,AL,1990,707,709,75,0.32799999999999996,0.395,0.267,0,,,161,,
MIN,AL,1983,709,822,70,0.319,0.401,0.261,0,,,162,,
LAD,NL,1983,654,609,91,0.318,0.379,0.25,1,3,3,163,,
CIN,NL,1967,604,563,87,0.297,0.37200000000000005,0.248,0,,,162,,
OAK,AL,2011,645,679,74,0.311,0.369,0.244,0,,,162,0.317,0.37799999999999995
CLE,AL,1969,573,717,62,0.307,0.345,0.237,0,,,161,,
CHW,AL,2004,865,831,83,0.33299999999999996,0.457,0.268,0,,,162,0.33799999999999997,0.45299999999999996
BAL,AL,2008,782,869,68,0.33299999999999996,0.429,0.267,0,,,161,0.361,0.435
BOS,AL,1983,724,775,78,0.335,0.409,0.27,0,,,162,,
CAL,AL,1974,618,657,68,0.321,0.35600000000000004,0.254,0,,,163,,
SFG,NL,1986,698,618,83,0.322,0.375,0.253,0,,,162,,
LAD,NL,1964,614,572,80,0.305,0.34,0.25,0,,,164,,
CHW,AL,1988,631,757,71,0.303,0.37,0.244,0,,,161,,
PIT,NL,1978,684,637,88,0.32,0.385,0.257,0,,,161,,
TEX,AL,1980,756,752,76,0.33899999999999997,0.405,0.284,0,,,163,,
LAD,NL,1984,580,600,79,0.306,0.348,0.244,0,,,162,,
CHW,AL,2011,654,706,79,0.319,0.38799999999999996,0.252,0,,,162,0.317,0.397
HOU,NL,1992,608,668,81,0.313,0.359,0.24600000000000002,0,,,162,,
NYM,NL,1984,652,676,90,0.32,0.369,0.257,0,,,162,,
COL,NL,2002,778,898,73,0.337,0.423,0.27399999999999997,0,,,162,0.349,0.466
BOS,AL,2000,792,745,85,0.341,0.423,0.267,0,,,162,0.322,0.41100000000000003
SFG,NL,1963,725,641,88,0.316,0.414,0.258,0,,,162,,
MIL,NL,1998,707,812,74,0.33,0.396,0.26,0,,,162,,
ATL,NL,1968,514,549,81,0.307,0.33899999999999997,0.252,0,,,163,,
TOR,AL,2008,714,610,86,0.331,0.39899999999999997,0.264,0,,,162,0.309,0.38
OAK,AL,2004,793,742,91,0.34299999999999997,0.433,0.27,0,,,162,0.332,0.409
BOS,AL,1976,716,660,83,0.324,0.402,0.263,0,,,162,,
HOU,NL,1980,637,589,93,0.326,0.36700000000000005,0.261,1,3,3,163,,
NYM,NL,1983,575,680,68,0.3,0.344,0.24100000000000002,0,,,162,,
SFG,NL,1991,649,697,75,0.309,0.381,0.24600000000000002,0,,,162,,
CLE,AL,2004,858,857,80,0.35100000000000003,0.444,0.276,0,,,162,0.342,0.445
CHW,AL,1967,531,491,89,0.29100000000000004,0.32,0.225,0,,,162,,
BAL,AL,1976,619,598,88,0.31,0.358,0.243,0,,,162,,
CHC,NL,1973,614,655,77,0.32,0.35700000000000004,0.247,0,,,161,,
CHC,NL,2009,707,672,83,0.332,0.40700000000000003,0.255,0,,,161,0.324,0.391
SEA,AL,1982,651,712,76,0.311,0.381,0.254,0,,,162,,
SFG,NL,1974,634,723,72,0.322,0.358,0.252,0,,,162,,
NYY,AL,2002,897,697,103,0.354,0.455,0.275,1,1,4,161,0.309,0.395
ATL,NL,1970,736,772,76,0.33399999999999996,0.40399999999999997,0.27,0,,,162,,
LAD,NL,1980,663,591,92,0.32299999999999995,0.38799999999999996,0.263,0,,,163,,
NYM,NL,1986,783,578,108,0.33899999999999997,0.401,0.263,1,1,1,162,,
COL,NL,2011,735,774,73,0.32899999999999996,0.41,0.258,0,,,162,0.331,0.431
OAK,AL,1997,764,946,65,0.33899999999999997,0.423,0.26,0,,,162,,
MIN,AL,1998,734,818,70,0.32799999999999996,0.389,0.266,0,,,162,,
LAD,NL,1970,749,684,87,0.33399999999999996,0.382,0.27,0,,,161,,
BAL,AL,2009,741,876,64,0.332,0.415,0.268,0,,,162,0.353,0.47600000000000003
CHW,AL,1982,786,710,87,0.337,0.413,0.273,0,,,162,,
TOR,AL,1985,759,588,99,0.331,0.425,0.26899999999999996,1,2,3,161,,
CHC,NL,1978,664,724,79,0.331,0.361,0.264,0,,,162,,
BOS,AL,1988,813,689,89,0.35700000000000004,0.42,0.28300000000000003,1,4,3,162,,
SDP,NL,1985,650,622,83,0.32,0.368,0.255,0,,,162,,
CIN,NL,2008,704,800,74,0.321,0.408,0.247,0,,,162,0.345,0.45
TBD,AL,2000,733,842,69,0.32899999999999996,0.39899999999999997,0.257,0,,,161,0.345,0.451
NYM,NL,2001,642,713,82,0.32299999999999995,0.387,0.249,0,,,162,0.314,0.419
BAL,AL,1977,719,653,97,0.32899999999999996,0.39299999999999996,0.261,0,,,161,,
NYM,NL,1967,498,672,61,0.28800000000000003,0.325,0.23800000000000002,0,,,162,,
SDP,NL,1978,591,598,84,0.321,0.348,0.252,0,,,162,,
PHI,NL,1987,702,749,80,0.327,0.41,0.254,0,,,162,,
FLA,NL,2010,719,717,80,0.321,0.40299999999999997,0.254,0,,,162,0.331,0.39799999999999996
NYY,AL,1973,641,610,80,0.322,0.37799999999999995,0.261,0,,,162,,
ATL,NL,2002,708,565,101,0.331,0.409,0.26,1,2,4,161,0.313,0.364
DET,AL,2006,822,675,95,0.32899999999999996,0.449,0.27399999999999997,1,3,2,162,0.321,0.405
CIN,NL,1978,710,688,92,0.33399999999999996,0.39299999999999996,0.256,0,,,161,,
BAL,AL,2006,768,899,70,0.33899999999999997,0.424,0.27699999999999997,0,,,162,0.35700000000000004,0.462
FLA,NL,1996,688,703,80,0.32899999999999996,0.39299999999999996,0.257,0,,,162,,
MIN,AL,1970,744,605,98,0.327,0.40299999999999997,0.262,1,3,3,162,,
CAL,AL,1982,814,670,93,0.34700000000000003,0.433,0.27399999999999997,1,2,3,162,,
MIL,AL,1990,732,760,74,0.32,0.384,0.256,0,,,162,,
COL,NL,2012,758,890,64,0.33,0.436,0.27399999999999997,0,,,162,0.35700000000000004,0.47
CLE,AL,1974,662,694,77,0.311,0.37,0.255,0,,,162,,
WSN,NL,2008,641,825,59,0.32299999999999995,0.373,0.251,0,,,161,0.34299999999999997,0.436
MIN,AL,1971,654,670,74,0.32299999999999995,0.37200000000000005,0.26,0,,,160,,
SDP,NL,2007,741,666,89,0.322,0.41100000000000003,0.251,0,,,163,0.311,0.374
MON,NL,1996,741,668,88,0.327,0.406,0.262,0,,,162,,
WSN,NL,2011,624,643,80,0.309,0.38299999999999995,0.242,0,,,161,0.319,0.382
CHC,NL,1993,738,739,84,0.325,0.414,0.27,0,,,163,,
TEX,AL,1992,682,753,77,0.321,0.39299999999999996,0.25,0,,,162,,
SFG,NL,1992,574,647,72,0.302,0.355,0.244,0,,,162,,
OAK,AL,1988,800,620,104,0.336,0.39899999999999997,0.263,1,1,2,162,,
TEX,AL,1997,807,823,77,0.33399999999999996,0.43799999999999994,0.27399999999999997,0,,,162,,
PIT,NL,1991,768,632,98,0.33799999999999997,0.39799999999999996,0.263,1,1,3,162,,
CIN,NL,2006,749,801,80,0.336,0.43200000000000005,0.257,0,,,162,0.337,0.457
HOU,NL,1987,648,678,76,0.318,0.373,0.253,0,,,162,,
FLA,NL,1993,581,724,64,0.314,0.34600000000000003,0.248,0,,,162,,
HOU,NL,1979,583,582,89,0.315,0.344,0.256,0,,,162,,
NYM,NL,1990,775,613,91,0.32299999999999995,0.408,0.256,0,,,162,,
TOR,AL,1996,766,809,74,0.331,0.42,0.259,0,,,162,,
SEA,AL,2010,513,698,61,0.298,0.33899999999999997,0.23600000000000002,0,,,162,0.313,0.401
SFG,NL,1990,719,710,85,0.32299999999999995,0.396,0.262,0,,,162,,
CIN,NL,1966,692,702,76,0.309,0.395,0.26,0,,,160,,
ANA,AL,2004,836,734,92,0.341,0.429,0.282,1,6,4,162,0.326,0.415
CLE,AL,2012,667,845,68,0.324,0.381,0.251,0,,,162,0.336,0.43
BAL,AL,2012,712,705,93,0.311,0.41700000000000004,0.247,1,5,4,162,0.315,0.40299999999999997
MIN,AL,1969,790,618,97,0.34,0.408,0.268,1,3,3,162,,
BOS,AL,1993,686,698,80,0.33,0.395,0.264,0,,,162,,
STL,NL,1976,629,671,72,0.32299999999999995,0.359,0.26,0,,,162,,
CLE,AL,1971,543,747,60,0.3,0.342,0.23800000000000002,0,,,162,,
MIN,AL,1962,798,713,91,0.33799999999999997,0.41200000000000003,0.26,0,,,163,,
MIL,AL,1984,641,734,67,0.317,0.37,0.262,0,,,161,,
BAL,AL,2002,667,773,67,0.309,0.40299999999999997,0.24600000000000002,0,,,162,0.336,0.435
CIN,NL,1984,627,747,70,0.313,0.35600000000000004,0.244,0,,,162,,
SDP,NL,1976,570,662,73,0.31,0.337,0.247,0,,,162,,
NYY,AL,1963,714,547,104,0.309,0.40299999999999997,0.252,1,1,2,161,,
LAD,NL,1988,628,544,94,0.305,0.35200000000000004,0.248,1,3,1,162,,
PIT,NL,1976,708,630,92,0.321,0.391,0.267,0,,,162,,
BOS,AL,2002,859,665,93,0.345,0.444,0.27699999999999997,0,,,162,0.308,0.385
LAD,NL,1989,554,536,77,0.306,0.33899999999999997,0.24,0,,,160,,
CHW,AL,1979,730,748,73,0.33299999999999996,0.41,0.275,0,,,160,,
SFG,NL,1977,673,711,75,0.32299999999999995,0.38299999999999995,0.253,0,,,162,,
SDP,NL,2002,662,815,66,0.321,0.381,0.253,0,,,162,0.34600000000000003,0.442
WSN,NL,2006,746,872,71,0.33799999999999997,0.418,0.262,0,,,162,0.349,0.447
STL,NL,2005,805,634,100,0.33899999999999997,0.423,0.27,1,1,3,162,0.318,0.39799999999999996
DET,AL,2005,723,787,71,0.321,0.428,0.272,0,,,162,0.33,0.436
FLA,NL,1997,740,669,92,0.34600000000000003,0.395,0.259,1,4,1,162,,
TBD,AL,2005,750,936,67,0.32899999999999996,0.425,0.27399999999999997,0,,,162,0.355,0.455
